clubName,leagueName,countryName,clubLogo,countryFlag
Barcelona Sporting Club,Ecuadorian Serie A,Ecuador,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Barcelona+Sporting+Club.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Ecuador.png
Peru,,Peru,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Peru.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Peru.png
Deportivo de La Coruña,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Deportivo+de+La+Coruña.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Panathinaikos FC,Greek Super League,Greece,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Panathinaikos+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Greece.png
Kashima Antlers,Japanese J. League Division 1,Japan,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Kashima+Antlers.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Japan.png
Wales,,Wales,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Wales.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Wales.png
Carlisle United,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Carlisle+United.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Plymouth Argyle,English League One,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Plymouth+Argyle.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Burton Albion,English League One,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Burton+Albion.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Olimpia Asunción,Paraguayan Primera División,Paraguay,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Olimpia+Asunción.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Paraguay.png
CF Fuenlabrada,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/CF+Fuenlabrada.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Crawley Town,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Crawley+Town.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Canada,,Canada,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Canada.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Canada.png
Shrewsbury,English League One,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Shrewsbury.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
IFK Norrköping,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/IFK+Norrköping.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
MSV Duisburg,German 3. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/MSV+Duisburg.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
Portimonense SC,Portuguese Liga ZON SAGRES,Portugal,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Portimonense+SC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Portugal.png
AEK Athens,Greek Super League,Greece,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/AEK+Athens.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Greece.png
Paraguay,,Paraguay,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Paraguay.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Paraguay.png
Karlsruher SC,German 2. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Karlsruher+SC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
Sivasspor,Turkish Süper Lig,Turkey,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Sivasspor.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Turkey.png
Gimnasia y Esgrima La Plata,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Gimnasia+y+Esgrima+La+Plata.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
América de Cali,Colombian Liga Postobón,Colombia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/América+de+Cali.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Colombia.png
Club Atlas,Mexican Liga MX,Mexico,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Club+Atlas.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Mexico.png
FK Austria Wien,Austrian Football Bundesliga,Austria,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FK+Austria+Wien.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Austria.png
Finland,,Finland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Finland.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Finland.png
Minnesota United FC,USA Major League Soccer,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Minnesota+United+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
Montreal Impact,USA Major League Soccer,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Montreal+Impact.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
SV Wehen Wiesbaden,German 3. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SV+Wehen+Wiesbaden.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
Hatayspor,Turkish Süper Lig,Turkey,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Hatayspor.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Turkey.png
Atlético Nacional,Colombian Liga Postobón,Colombia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Atlético+Nacional.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Colombia.png
Kashiwa Reysol,Japanese J. League Division 1,Japan,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Kashiwa+Reysol.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Japan.png
1. FC Magdeburg,German 3. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/1.+FC+Magdeburg.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
Club Libertad,Paraguayan Primera División,Paraguay,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Club+Libertad.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Paraguay.png
Egypt,,Egypt,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Egypt.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Egypt.png
San Jose Earthquakes,USA Major League Soccer,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/San+Jose+Earthquakes.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
LASK Linz,Austrian Football Bundesliga,Austria,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/LASK+Linz.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Austria.png
Rosenborg BK,Norwegian Eliteserien,Norway,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Rosenborg+BK.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Norway.png
Dundalk,Rep. Ireland Airtricity League,Republic of Ireland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Dundalk.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Republic+of+Ireland.png
KSV Cercle Brugge,Belgian Jupiler Pro League,Belgium,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/KSV+Cercle+Brugge.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Belgium.png
VfB Lübeck,German 3. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/VfB+Lübeck.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
CE Sabadell FC,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/CE+Sabadell+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
VVV-Venlo,Holland Eredivisie,Netherlands,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/VVV-Venlo.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Netherlands.png
Arsenal de Sarandí,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Arsenal+de+Sarandí.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
SC Verl,German 3. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SC+Verl.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
Jagiellonia Białystok,Polish T-Mobile Ekstraklasa,Poland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Jagiellonia+Białystok.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Poland.png
Venezuela,,Venezuela,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Venezuela.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Venezuela.png
Godoy Cruz,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Godoy+Cruz.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
Shanghai SIPG FC,Chinese Super League,China PR,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Shanghai+SIPG+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/China+PR.png
CD Nacional,Portuguese Liga ZON SAGRES,Portugal,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/CD+Nacional.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Portugal.png
PEC Zwolle,Holland Eredivisie,Netherlands,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/PEC+Zwolle.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Netherlands.png
FC Tokyo,Japanese J. League Division 1,Japan,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Tokyo.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Japan.png
SV Sandhausen,German 2. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SV+Sandhausen.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
SV Waldhof Mannheim,German 3. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SV+Waldhof+Mannheim.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
Viktoria Köln,German 3. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Viktoria+Köln.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
KV Mechelen,Belgian Jupiler Pro League,Belgium,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/KV+Mechelen.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Belgium.png
Wellington Phoenix,Australian Hyundai A-League,Australia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Wellington+Phoenix.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Australia.png
Hamilton Academical FC,Scottish Premiership,Scotland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Hamilton+Academical+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Scotland.png
La Berrichonne de Châteauroux,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/La+Berrichonne+de+Châteauroux.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Beerschot AC,Belgian Jupiler Pro League,Belgium,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Beerschot+AC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Belgium.png
Switzerland,,Switzerland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Switzerland.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Switzerland.png
CD Nacional,Portuguese Liga ZON SAGRES,Portugal,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/CD+Nacional.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Portugal.png
Palmeiras,Campeonato Brasileiro Série A,Brazil,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Palmeiras.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Brazil.png
Sporting Kansas City,USA Major League Soccer,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Sporting+Kansas+City.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
FC Zürich,Swiss Super League,Switzerland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Zürich.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Switzerland.png
FK Bodø/Glimt,Norwegian Eliteserien,Norway,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FK+Bodø/Glimt.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Norway.png
Cameroon,,Cameroon,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Cameroon.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Cameroon.png
Wisła Kraków,Polish T-Mobile Ekstraklasa,Poland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Wisła+Kraków.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Poland.png
RKC Waalwijk,Holland Eredivisie,Netherlands,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/RKC+Waalwijk.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Netherlands.png
Puebla FC,Mexican Liga MX,Mexico,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Puebla+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Mexico.png
Brøndby IF,Danish Superliga,Denmark,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Brøndby+IF.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Denmark.png
SSV Jahn Regensburg,German 2. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SSV+Jahn+Regensburg.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
DC United,USA Major League Soccer,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/DC+United.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
FC St. Gallen,Swiss Super League,Switzerland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+St.+Gallen.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Switzerland.png
Greece,,Greece,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Greece.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Greece.png
Hungary,,Hungary,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Hungary.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Hungary.png
Yokohama F. Marinos,Japanese J. League Division 1,Japan,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Yokohama+F.+Marinos.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Japan.png
Kasimpaşa SK,Turkish Süper Lig,Turkey,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Kasimpaşa+SK.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Turkey.png
SKN St. Pölten,Austrian Football Bundesliga,Austria,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SKN+St.+Pölten.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Austria.png
FC Chambly Oise,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Chambly+Oise.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Kilmarnock,Scottish Premiership,Scotland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Kilmarnock.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Scotland.png
AS Nancy Lorraine,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/AS+Nancy+Lorraine.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Vancouver Whitecaps FC,USA Major League Soccer,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Vancouver+Whitecaps+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
Newell's Old Boys,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Newell's+Old+Boys.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
CFR Cluj,Romanian Liga I,Romania,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/CFR+Cluj.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Romania.png
Mazatlán FC,Mexican Liga MX,Mexico,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Mazatlán+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Mexico.png
Motherwell,Scottish Premiership,Scotland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Motherwell.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Scotland.png
Bohemian FC,Rep. Ireland Airtricity League,Republic of Ireland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Bohemian+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Republic+of+Ireland.png
AC Ajaccio,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/AC+Ajaccio.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Internacional,Campeonato Brasileiro Série A,Brazil,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Internacional.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Brazil.png
Grenoble Foot 38,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Grenoble+Foot+38.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
FC Paços de Ferreira,Portuguese Liga ZON SAGRES,Portugal,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Paços+de+Ferreira.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Portugal.png
